tree_queries,task_size,horizon,latent_variables,method,seed,candidate_actions_mean,tree_effective_branching,success,planning_time_s
2000,2,20,8,flat,18,348.0,5.02718691,0,0.645332655
2000,2,20,8,pddl_pomdp,18,1.466666667,1.251552795,1,0.10228859
2000,2,20,8,flat,19,348.0,5.267308453,0,0.65598977
2000,2,20,8,pddl_pomdp,19,1.4375,1.228571429,1,0.115653645
2000,2,20,12,flat,0,656.0,3.183441102,1,0.715002435
2000,2,20,12,pddl_pomdp,0,1.4,1.224089636,1,0.111706897
2000,2,20,12,flat,1,656.0,3.15997949,1,0.733821133
2000,2,20,12,pddl_pomdp,1,1.333333333,1.24,1,0.090410099
2000,2,20,12,flat,2,656.0,3.046359131,0,1.322469312
2000,2,20,12,pddl_pomdp,2,1.428571429,1.242009132,1,0.099223
2000,2,20,12,flat,3,656.0,3.027510421,0,1.324768224
2000,2,20,12,pddl_pomdp,3,1.428571429,1.246835443,1,0.114164674
2000,2,20,12,flat,4,656.0,3.171384457,1,0.792889448
2000,2,20,12,pddl_pomdp,4,1.384615385,1.25566343,1,0.093357858
2000,2,20,12,flat,5,656.0,3.038397202,0,1.30774145
2000,2,20,12,pddl_pomdp,5,1.461538462,1.238738739,1,0.093895234
2000,2,20,12,flat,6,656.0,3.13946101,1,0.974645908
2000,2,20,12,pddl_pomdp,6,1.357142857,1.229281768,1,0.121928369
2000,2,20,12,flat,7,656.0,3.038865227,0,1.293406093
2000,2,20,12,pddl_pomdp,7,1.5,1.244147157,1,0.101731805
2000,2,20,12,flat,8,656.0,3.174936922,1,0.709739165
2000,2,20,12,pddl_pomdp,8,1.384615385,1.233128834,1,0.104723437
2000,2,20,12,flat,9,656.0,3.140131579,1,0.923247422
2000,2,20,12,pddl_pomdp,9,1.384615385,1.238317757,1,0.093048034
2000,2,20,12,flat,10,656.0,3.129315628,1,0.977295659
2000,2,20,12,pddl_pomdp,10,1.333333333,1.259668508,1,0.089128016
2000,2,20,12,flat,11,656.0,3.170936581,1,0.707547899
2000,2,20,12,pddl_pomdp,11,1.4,1.240694789,1,0.127574283
2000,2,20,12,flat,12,656.0,3.042640676,0,1.316652593
2000,2,20,12,pddl_pomdp,12,1.428571429,1.235494881,1,0.106123365
2000,2,20,12,flat,13,656.0,3.026900053,0,1.295968756
2000,2,20,12,pddl_pomdp,13,1.466666667,1.240418118,1,0.114263276
2000,2,20,12,flat,14,656.0,3.174327354,1,0.70084269
2000,2,20,12,pddl_pomdp,14,1.384615385,1.226890756,1,0.094173976
2000,2,20,12,flat,15,656.0,3.040249563,0,1.285238738
2000,2,20,12,pddl_pomdp,15,1.428571429,1.226337449,1,0.114990461
2000,2,20,12,flat,16,656.0,3.142604388,1,0.785964908
2000,2,20,12,pddl_pomdp,16,1.333333333,1.247863248,1,0.078454987
2000,2,20,12,flat,17,656.0,3.024916692,0,1.280732025
2000,2,20,12,pddl_pomdp,17,1.4,1.229110512,1,0.125083
2000,2,20,12,flat,18,656.0,3.023845572,0,1.308753011
2000,2,20,12,pddl_pomdp,18,1.428571429,1.233146067,1,0.108773915
2000,2,20,12,flat,19,656.0,3.028738247,0,1.292655931
2000,2,20,12,pddl_pomdp,19,1.375,1.238410596,1,0.139184651
